보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21,원본_열_22,원본_열_23,원본_열_24,원본_열_25,원본_열_26,원본_열_27,원본_열_28,원본_열_29
교보생명,교보더안심치매·간병보험 [D](무배당),주계약,사망보험금,보험기간 중 피보험자가 사망하였을 경우,보험가입금액,"1,000만원",21100  원,"18,900  원",,,,,,,보장성_상품비교_20260608162031320.xls,교보생명,교보더안심치매·간병보험 [D](무배당),주계약,사망보험금,보험기간 중 피보험자가 사망하였을 경우,보험가입금액,"1,000만원",21100  원,"18,900  원",2.50 %,-,-,97.0 %,96.8 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,TM,2026-04-01,"■필수기재사항 1.가입나이 : 30세~최대75세(납입기간별로 상이함) 2.보험기간 : 종신 3. 보험료 예시기준 : 저해약환급금형, 40세, 20년납, 보험가입금액 1,000만원 ■선택기재사항 1. 주계약 가입한도 : 100만원 ~ 3,000만원 2. 부가서비스 : 교보New헬스케어서비스 치매·간병특화형",1588-1001
교보생명,교보더안심치매·간병보험 [D](무배당),특약,무배당 장기요양진단특약L(1~인지지원등급),"피보험자가 이 특약의 보험기간 중 “장기요양상태(1~인지지원등급) 보장개시일” 이후에 최초로 “장기요양상태(1~인지지원등급)”가 되었을 경우(다만, 최초 1회의 판정에 한함)",100만원,"1,000만원",1560  원,"2,020  원",,,,,,,보장성_상품비교_20260608162031320.xls,교보생명,교보더안심치매·간병보험 [D](무배당),특약,무배당 장기요양진단특약L(1~인지지원등급),"피보험자가 이 특약의 보험기간 중 “장기요양상태(1~인지지원등급) 보장개시일” 이후에 최초로 “장기요양상태(1~인지지원등급)”가 되었을 경우(다만, 최초 1회의 판정에 한함)",100만원,"1,000만원",1560  원,"2,020  원",2.50 %,-,-,97.0 %,96.8 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,TM,2026-04-01,"■필수기재사항 1.가입나이 : 30세~최대75세(납입기간별로 상이함) 2.보험기간 : 종신 3. 보험료 예시기준 : 저해약환급금형, 40세, 20년납, 보험가입금액 1,000만원 ■선택기재사항 1. 주계약 가입한도 : 100만원 ~ 3,000만원 2. 부가서비스 : 교보New헬스케어서비스 치매·간병특화형",1588-1001
교보생명,교보더안심치매·간병보험 [D](무배당),특약,"무배당 장기요양재가급여특약L(1~5등급)(각1일,복지용구제외)","피보험자가 이 특약의 보험기간 중 “장기요양상태(1~5등급) 보장개시일” 이후에 최초로 “장기요양상태(1~5등급)”가 되고 “재가급여” 중 방문요양을 이용하는 경우(다만, “장기요양등급(1~5등급) 판정일”로부터 10년을 최고 한도로 하여 지급, 1일1회에 한함) ※ 이외 보장담보는 상품요약서 참조",이용 1회당 1만원,"1,000만원",9450  원,"14,430  원",,,,,,,보장성_상품비교_20260608162031320.xls,교보생명,교보더안심치매·간병보험 [D](무배당),특약,"무배당 장기요양재가급여특약L(1~5등급)(각1일,복지용구제외)","피보험자가 이 특약의 보험기간 중 “장기요양상태(1~5등급) 보장개시일” 이후에 최초로 “장기요양상태(1~5등급)”가 되고 “재가급여” 중 방문요양을 이용하는 경우(다만, “장기요양등급(1~5등급) 판정일”로부터 10년을 최고 한도로 하여 지급, 1일1회에 한함) ※ 이외 보장담보는 상품요약서 참조",이용 1회당 1만원,"1,000만원",9450  원,"14,430  원",2.50 %,-,-,97.0 %,96.8 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,TM,2026-04-01,"■필수기재사항 1.가입나이 : 30세~최대75세(납입기간별로 상이함) 2.보험기간 : 종신 3. 보험료 예시기준 : 저해약환급금형, 40세, 20년납, 보험가입금액 1,000만원 ■선택기재사항 1. 주계약 가입한도 : 100만원 ~ 3,000만원 2. 부가서비스 : 교보New헬스케어서비스 치매·간병특화형",1588-1001
교보생명,교보더안심치매·간병보험 [D](무배당),특약,무배당 장기요양시설급여특약L(1~4등급)(일1회),"피보험자가 이 특약의 보험기간 중 “장기요양상태(1~4등급) 보장개시일”이후에 최초로 “장기요양상태(1~4등급)”가 되고 “시설급여”를 1일 이상 이용하는 경우(다만, “장기요양등급(1~4등급) 판정일”로부터 10년을 최고 한도로 하여 지급)",이용 1일당 1만원,"1,000만원",3520  원,"7,230  원",,,,,,,보장성_상품비교_20260608162031320.xls,교보생명,교보더안심치매·간병보험 [D](무배당),특약,무배당 장기요양시설급여특약L(1~4등급)(일1회),"피보험자가 이 특약의 보험기간 중 “장기요양상태(1~4등급) 보장개시일”이후에 최초로 “장기요양상태(1~4등급)”가 되고 “시설급여”를 1일 이상 이용하는 경우(다만, “장기요양등급(1~4등급) 판정일”로부터 10년을 최고 한도로 하여 지급)",이용 1일당 1만원,"1,000만원",3520  원,"7,230  원",2.50 %,-,-,97.0 %,96.8 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,TM,2026-04-01,"■필수기재사항 1.가입나이 : 30세~최대75세(납입기간별로 상이함) 2.보험기간 : 종신 3. 보험료 예시기준 : 저해약환급금형, 40세, 20년납, 보험가입금액 1,000만원 ■선택기재사항 1. 주계약 가입한도 : 100만원 ~ 3,000만원 2. 부가서비스 : 교보New헬스케어서비스 치매·간병특화형",1588-1001
교보생명,교보더안심치매·간병보험 [D](무배당),특약,무배당 경도이상치매(CDR1점이상)보장특약L,"피보험자가 이 특약의 보험기간 중 “경도이상치매 보장개시일” 이후에 “경도이상 치매상태”로 진단이 확정되었을 경우(다만, 최초 1회에 한하여 지급) ※ 이외 보장담보는 상품요약서 참조","1,000만원","1,000만원",33800  원,"38,590  원",,,,,,,보장성_상품비교_20260608162031320.xls,교보생명,교보더안심치매·간병보험 [D](무배당),특약,무배당 경도이상치매(CDR1점이상)보장특약L,"피보험자가 이 특약의 보험기간 중 “경도이상치매 보장개시일” 이후에 “경도이상 치매상태”로 진단이 확정되었을 경우(다만, 최초 1회에 한하여 지급) ※ 이외 보장담보는 상품요약서 참조","1,000만원","1,000만원",33800  원,"38,590  원",2.50 %,-,-,97.0 %,96.8 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,,비유니버셜,TM,2026-04-01,"■필수기재사항 1.가입나이 : 30세~최대75세(납입기간별로 상이함) 2.보험기간 : 종신 3. 보험료 예시기준 : 저해약환급금형, 40세, 20년납, 보험가입금액 1,000만원 ■선택기재사항 1. 주계약 가입한도 : 100만원 ~ 3,000만원 2. 부가서비스 : 교보New헬스케어서비스 치매·간병특화형",1588-1001
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"보험가입금액 ※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 """"이미 납입한보험료"""" 중 큰 금액을 지급합니다","1,000만원",20270  원,"17,360  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"보험가입금액 ※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 """"이미 납입한보험료"""" 중 큰 금액을 지급합니다","1,000만원",20270  원,"17,360  원",2.50 %,-,-,105.0 %,101.9 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [해약환급금이 없는 유형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(경도이상) 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 경도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",12730  원,"14,170  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(경도이상) 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 경도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",12730  원,"14,170  원",2.50 %,-,-,105.0 %,101.9 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [해약환급금이 없는 유형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(경도이상) 월지급형 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일이후에 ‘경도이상치매상태’로 최종 진단확정되고, 매년 ‘경도이상치매상태’ 최종 진단확정일에 살아있을 경우(월 1회한)",1회 지급금액 : 이 특약 보험가입금액의 100% / 총 지급액 : 이 특약 보험가입금액의 100%를 매년 경도이상치매상태 최종 진단확정일에 생존하는 경우 매월 경도이상치매상태 최종 진단확정일에 지급 (최초 36회 확정지급하며 최대 120회 지급),10만원,8741  원,"10,509  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(경도이상) 월지급형 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일이후에 ‘경도이상치매상태’로 최종 진단확정되고, 매년 ‘경도이상치매상태’ 최종 진단확정일에 살아있을 경우(월 1회한)",1회 지급금액 : 이 특약 보험가입금액의 100% / 총 지급액 : 이 특약 보험가입금액의 100%를 매년 경도이상치매상태 최종 진단확정일에 생존하는 경우 매월 경도이상치매상태 최종 진단확정일에 지급 (최초 36회 확정지급하며 최대 120회 지급),10만원,8741  원,"10,509  원",2.50 %,-,-,105.0 %,101.9 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [해약환급금이 없는 유형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(중등도이상) 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중등도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",8660  원,"10,340  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(중등도이상) 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중등도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",8660  원,"10,340  원",2.50 %,-,-,105.0 %,101.9 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [해약환급금이 없는 유형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(중증) 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중증치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",4640  원,"6,640  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [해약환급금이 없는 유형],특약,치매진단특약(중증) 일반가입형 [해약환급금이 없는 유형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중증치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",4640  원,"6,640  원",2.50 %,-,-,105.0 %,101.9 %,-,-,-,-,기본형,무해지/저해지환급,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [해약환급금이 없는 유형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [해약환급금이 없는 유형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"보험가입금액 ※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 """"이미 납입한보험료"""" 중 큰 금액을 지급합니다","1,000만원",25500  원,"22,270  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],주계약,사망보험금,피보험자가 보험기간 중 사망한 경우,"보험가입금액 ※ 보험기간 중 피보험자에게 사망보험금 지급사유가 발생한 경우에는 해당 보험금과 """"이미 납입한보험료"""" 중 큰 금액을 지급합니다","1,000만원",25500  원,"22,270  원",2.50 %,-,-,98.9 %,95.8 %,-,-,-,-,기본형,일반,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [기본형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(경도이상) 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 경도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",17750  원,"19,790  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(경도이상) 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 경도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",17750  원,"19,790  원",2.50 %,-,-,98.9 %,95.8 %,-,-,-,-,기본형,일반,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [기본형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(경도이상) 월지급형 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일이후에 ‘경도이상치매상태’로 최종 진단확정되고, 매년 ‘경도이상치매상태’ 최종 진단확정일에 살아있을 경우(월 1회한)",1회 지급금액 : 이 특약 보험가입금액의 100% / 총 지급액 : 이 특약 보험가입금액의 100%를 매년 경도이상치매상태 최종 진단확정일에 생존하는 경우 매월 경도이상치매상태 최종 진단확정일에 지급 (최초 36회 확정지급하며 최대 120회 지급),10만원,11164  원,"13,395  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(경도이상) 월지급형 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일이후에 ‘경도이상치매상태’로 최종 진단확정되고, 매년 ‘경도이상치매상태’ 최종 진단확정일에 살아있을 경우(월 1회한)",1회 지급금액 : 이 특약 보험가입금액의 100% / 총 지급액 : 이 특약 보험가입금액의 100%를 매년 경도이상치매상태 최종 진단확정일에 생존하는 경우 매월 경도이상치매상태 최종 진단확정일에 지급 (최초 36회 확정지급하며 최대 120회 지급),10만원,11164  원,"13,395  원",2.50 %,-,-,98.9 %,95.8 %,-,-,-,-,기본형,일반,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [기본형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(중등도이상) 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중등도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",12150  원,"14,530  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(중등도이상) 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중등도이상치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",12150  원,"14,530  원",2.50 %,-,-,98.9 %,95.8 %,-,-,-,-,기본형,일반,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [기본형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(중증) 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중증치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",6540  원,"9,390  원",,,,,,,보장성_상품비교_20260608162031320.xls,미래에셋생명,M-케어 치매간병보험 무배당 일반가입형 [기본형],특약,치매진단특약(중증) 일반가입형 [기본형],"피보험자가 이 특약의 보험기간 중 치매보장개시일 이후 중증치매상태로 최종 진단확정 되었을 경우 (다만, 최초 1회에 한하여 지급)",이 특약 보험가입금액의 100%,"1,000만원",6540  원,"9,390  원",2.50 %,-,-,98.9 %,95.8 %,-,-,-,-,기본형,일반,-,-,-,-,비갱신형,비유니버셜,대면채널  기타,2026-05-01,"1. 보험기간 : 90, 95세, 종신 2. 보험종류 : 일반가입형 [기본형], 일반가입형 [해약환급금이 없는 유형], 간편고지형(355) [기본형], 간편고지형(355) [해약환급금이 없는 유형] 3. 가입나이 : 만30세 ~ 75세 4. 납입기간 : 10,15,20,25,30년납 5. 납입주기 : 월납 6. 보험가격지수 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 7. 주계약 보험료 산출기준 : 일반가입형 [기본형], 가입금액 1,000만원, 40세, 종신, 20년납, 월납 8. 특약 보험기간, 납입기간 : 종신, 20년납(단, 치매진단특약(경도이상) 월지급형 일반가입형 [기본형]은 100세만기, 20년납) 9. 특이사항 : 「M-케어 치매간병보험 무배당」은 주계약의 사망보험금을 중심으로 각종 특약을 부가해 치매에 대해 종합적으로 보장을 설계할 수 있는 상품입니다. 경도치매부터 중증치매까지 단계별 치매 진단에 대한 보장뿐만 아니라, 치매 검사ㆍ치료ㆍ간병 등 다양한 보장을 제공합니다.",1588-0220
